ASF,g,sigmaG
0,9.12906498719681,0.417256559721991
0,9.77105940853834,0.177469751903727
0,9.45898294875992,0.175480478059892
1,9.07425583945231,0.399901954559111
1,9.76315416733377,0.160385081947494
1,9.44012546453688,0.187942873031588
2,9.19616616368453,0.41388916403379
2,9.73359625167109,0.214729581551823
2,10.3133132449206,0.375901090190609
3,9.12630924735041,0.334949408669536
3,9.78943947206606,0.175193860479208
3,9.44383051063864,0.196697405629334
