
-3056	17088	-120	-1988	-73	-31	23
-2784	17308	-112	-1756	-72	-26	28
-2848	17196	-216	-1672	-63	-35	25
-2800	17224	-120	-1804	-73	-28	27
-2816	17356	-140	-1972	-67	-14	30
-2800	17404	-108	-1544	-74	-32	30
-2576	16964	-152	-2000	-69	-29	25
-2816	17228	-192	-1968	-72	-30	20
-2784	17152	-256	-1588	-64	-29	21
-3072	17120	-180	-1656	-77	-41	24
-2608	17088	-236	-1700	-69	-31	22
-2832	17364	-156	-1668	-75	-37	29
-2800	17164	-204	-1856	-74	-30	27
-2800	17252	-128	-1764	-65	-35	26
-2832	17140	-168	-1748	-68	-42	23
-2784	16964	-236	-1640	-77	-27	31
-2832	16912	-192	-1640	-89	-38	26
-3056	16988	-196	-1948	-74	-37	26
-3072	17116	-120	-1716	-66	-25	30
-2816	17096	-204	-1948	-77	-38	14
-2832	17324	-208	-1732	-60	-36	26
-3056	17344	-168	-1668	-71	-27	28
-2816	17352	-168	-1736	-70	-39	23
-3072	17388	-72	-1640	-73	-38	27
-2816	17148	-104	-1904	-73	-31	33
-3056	17140	-104	-1552	-76	-41	28
-2832	17192	-160	-1636	-83	-28	21
-2832	17108	-136	-1732	-70	-35	30
-2592	16928	-200	-1664	-80	-35	25
-2592	16940	-56	-1584	-63	-36	28
-3072	17080	-164	-1604	-71	-19	31
-2864	16908	-152	-2012	-61	-41	30
-2848	17120	-164	-1636	-74	-31	26
-2848	17016	-200	-2028	-72	-34	27
-2880	17104	-128	-1572	-76	-46	31
-2848	16904	-60	-1552	-73	-33	32
-2864	17380	-108	-1620	-80	-32	30
-2848	16900	-176	-1768	-59	-13	28
-3072	17380	-40	-1772	-66	-41	33
-2848	17252	-32	-1628	-63	-55	21
-2832	17376	-212	-1548	-63	-55	24
-2848	17368	-140	-1784	-65	-40	18
-2848	17292	-156	-1916	-78	-27	23
-2896	17140	-224	-1648	-79	-47	29
-2592	17236	-184	-1696	-77	-29	28
-2848	17216	-176	-1676	-68	-46	17
-2848	16928	-180	-1544	-66	-43	28
-2848	16908	-92	-1556	-61	-35	26
-2848	16900	-156	-1656	-64	-17	33
-2848	17328	-144	-1592	-71	-36	24
-2848	16940	-116	-1716	-67	-43	32
-2848	17136	-184	-1548	-68	-33	22
-2864	17376	-192	-1644	-64	-35	18
-2880	17180	-148	-1636	-66	-34	25
-2880	17132	-148	-1596	-64	-32	25
-2880	17340	-144	-1752	-72	-31	36
-2848	17216	-148	-1788	-73	-20	19
-2848	17312	-164	-1724	-75	-31	19
-2848	16940	-148	-1968	-74	-27	26
-2848	17100	-144	-1716	-77	-31	26
-2848	17388	-176	-1688	-61	-34	30
-2848	17372	-176	-1584	-61	-28	24
-2848	17232	-116	-1656	-74	-38	27
-2848	17140	-100	-1896	-67	-18	26
-2816	17120	-76	-1780	-76	-40	23
-2864	17376	-124	-1936	-72	-40	30
-2832	17068	-84	-1712	-78	-34	30
-2848	16912	-180	-1968	-74	-27	21
-2832	16928	-180	-1964	-73	-36	16
-2848	17044	-148	-1572	-76	-29	20
-2848	16908	-132	-1572	-75	-34	30
-2848	17144	-128	-2008	-67	-30	24
-2848	17044	-144	-2024	-71	-32	19
-2864	17188	-140	-1744	-71	-24	32
-2832	16908	-184	-1540	-65	-42	25
-2592	17152	-44	-1704	-75	-20	17
-2864	17184	84	-1792	-74	-38	30
-3072	17120	-176	-1656	-75	-38	32
-2848	17088	-100	-1588	-68	-42	16
-2880	16936	-116	-1576	-68	-31	32
-2832	16896	-80	-1684	-76	-26	21
-3072	17020	-92	-1596	-81	-26	32
-2848	17164	-52	-1708	-69	-29	33
-2848	17312	-72	-1852	-70	-37	28
-2832	17272	-140	-1576	-73	-16	22
-2832	17064	-164	-1900	-64	-24	25
-3072	16924	-212	-1984	-72	-32	32
-2848	17080	-176	-1704	-68	-27	21
-2832	16960	-84	-1708	-71	-39	25
-2592	17164	-116	-1972	-67	-39	21
-2864	17128	-88	-1704	-76	-25	25
-2832	17088	-168	-1924	-77	-16	26
-2816	17196	-176	-1964	-77	-20	27
-2864	17308	-140	-1776	-70	-45	16
-2848	17184	-120	-1736	-84	-29	28
-2832	17088	-132	-1592	-71	-45	21
-2848	17392	-16	-1776	-69	-26	21
-2832	17376	-212	-1776	-74	-32	20
-2832	17152	-112	-1624	-77	-29	39
-2848	17044	-172	-1580	-72	-36	24
-2848	17396	-160	-1888	-75	-26	17
-2864	16948	-164	-1752	-76	-33	22
-2864	17160	-56	-1744	-70	-38	14
-2800	17304	-164	-1696	-72	-64	30
-2864	17160	-452	-1916	-72	-41	22
-2848	16916	-116	-1756	-77	-42	22
-2832	17004	-116	-1792	-75	-23	31
-2864	17104	-152	-1564	-70	-34	17
-2848	17224	-168	-1660	-71	-39	30
-2848	17120	-132	-1592	-74	-39	22
-2608	17076	-208	-1952	-69	-29	20
-2816	17016	-176	-1676	-75	-42	23
-2848	17296	-136	-1568	-60	-35	15
-2832	17044	-96	-2044	-84	-31	26
-2848	17084	-140	-1756	-71	-54	18
-3072	16964	-60	-1932	-80	-24	34
-3072	17140	-132	-1620	-67	-40	26
-3072	17376	-284	-1624	-63	-27	26
-2832	17308	-112	-1596	-86	-33	9
-2816	17216	-216	-2032	-65	-29	26
-3072	17328	-88	-1648	-78	-32	21
-2848	17396	-132	-1920	-75	-33	28
-2576	17176	-164	-1720	-66	-31	27
-2816	17180	-152	-1904	-69	-32	28
-2576	17152	-112	-1676	-84	-39	25
-2832	17136	-140	-1608	-70	-50	22
-3072	17100	-252	-1556	-65	-32	27
-2816	17356	-228	-1756	-64	-24	23
-2864	17156	-168	-1996	-80	-27	27
-2832	17240	-100	-1764	-72	-45	28
-3072	16956	-112	-1848	-72	-24	28
-3056	16936	-200	-1876	-83	-22	28
-2848	17188	-88	-2036	-60	-36	19
-2800	17336	-128	-1700	-76	-39	30
-2832	17148	-176	-1776	-63	-28	22
-2576	17240	-128	-1756	-75	-14	24
