

New Data Dump

PWR_MGM	ACC_CONF	GYR_CONF	SAM_RATE
0	0	8	100
TEMP	ACCX	ACCY	ACCZ	GYRX	GYRY	GYRZ
-3376	832	-16140	-2340	-484	-89	107
-3376	1164	-16036	-2100	-304	27	-22
-3392	1272	-16648	-2852	-32	-76	-20
-3392	1116	-16372	-2788	-352	72	119
-3360	996	-16988	-3284	-3314	843	819
-3360	496	-13272	-6856	-6979	-149	3969
-3376	-1800	-12744	-12948	-7805	3007	3029
-3376	-1796	-7952	-15812	-11250	2447	1333
-3360	-712	-2684	-17228	-10759	1116	179
-3392	848	5960	-14936	-11573	3931	469
-3376	1688	12744	-8788	-8992	1952	-1229
-3392	2896	16728	-6544	-2483	1301	-1409
-3392	-776	15636	-4912	-4373	1598	-1153
-3392	1208	17896	-768	-2022	480	315
-3360	-788	16204	-364	-148	-178	279
-3392	204	16356	-940	523	-190	270
-3360	164	16588	-728	-62	-238	262
-3376	424	16092	-1016	-200	141	-250
-3376	0	16372	-296	215	-87	300
-3392	416	16804	-292	-4	-196	309
-3376	468	16092	-888	18	58	44
-3344	608	16276	-892	-96	106	-20
-3392	596	16240	-712	141	-79	82
-3376	1100	16212	-1192	-331	135	-120
-3408	1064	16620	-1252	-60	27	174
-3392	948	15956	-920	99	-125	66
-3376	1172	16564	-1304	57	30	186
-3392	1384	16040	-1920	-241	201	250
-3376	1204	16168	-1748	207	-151	107
-3376	1324	16524	-1516	-147	-147	142
-3376	1352	16064	-1392	-245	-80	58
-3360	1444	16416	-1536	177	-199	307
-3360	1732	16316	-1420	-56	-217	274
-3392	1860	16024	-1328	251	-172	149
-3392	1896	16192	-1968	154	-123	263
-3408	3124	16800	-4796	-700	327	1178
-3360	2656	15132	-2600	200	-70	-252
-3376	3000	16092	-2600	162	-158	-74
-3360	3460	16788	-5316	1966	3650	3392
-3344	4980	14320	-6368	446	1380	-1703
-3360	2960	14308	-10276	-2591	9233	-981
-3360	9240	15128	456	-3289	-558	75
-3392	4324	17080	-3032	-647	1947	-300
-3360	5616	15832	808	840	-1495	332
-3136	5216	16292	-2484	165	-73	116
