# time	Temp	AccX	AccY	AccZ	GyrX	GyrY	GyrZ
1.676726341247558594e-02 3.318882352941176350e+01 -3.663128540039062297e-01 -2.466027709960937342e-01 9.131485131835937352e+00 -2.838134765625000000e+00 -4.882812500000000000e-01 3.326416015625000000e+00
1.323947906494140625e-01 3.328294117647058670e+01 -2.777273925781250097e-01 -2.633621826171874680e-01 9.244012609863281327e+00 -2.380371093750000000e+00 -1.037597656250000000e+00 3.234863281250000000e+00
3.287656307220458984e-01 3.323588235294117510e+01 -2.561795776367187250e-01 -1.867477294921874864e-01 9.186551770019530494e+00 -2.105712890625000000e+00 -1.678466796875000000e+00 2.929687500000000000e+00
3.903372287750244141e-01 3.328294117647058670e+01 -2.226607543945312295e-01 -1.604115112304687341e-01 9.021351855468749292e+00 -2.410888671875000000e+00 -6.103515625000000000e-02 3.234863281250000000e+00
4.882652759552001953e-01 3.332999999999999829e+01 -2.609679809570312203e-01 -1.508347045898437433e-01 9.124302526855467832e+00 -1.586914062500000000e+00 -2.197265625000000000e+00 3.295898437500000000e+00
5.660068988800048828e-01 3.332999999999999829e+01 -2.059013427734374957e-01 -2.394201660156249772e-02 9.186551770019530494e+00 -2.899169921875000000e+00 1.770019531250000000e+00 2.685546875000000000e+00
6.494603157043457031e-01 3.337705882352940989e+01 -2.489969726562499819e-01 -1.651999145507812294e-01 9.138667736816405096e+00 -2.197265625000000000e+00 -7.568359375000000000e+00 3.204345703125000000e+00
7.209873199462890625e-01 3.332999999999999829e+01 -3.184288208007812204e-01 -2.968810058593749912e-01 9.097966308593749218e+00 -2.532958984375000000e+00 -6.713867187500000000e-01 3.051757812500000000e+00
7.992310523986816406e-01 3.332999999999999829e+01 -4.141968872070312391e-01 -1.268926879882812386e-01 9.162609753417967795e+00 -2.990722656250000000e+00 7.476806640625000000e+00 3.173828125000000000e+00
8.828113079071044922e-01 3.332999999999999829e+01 -2.418143676757812388e-01 -1.963245361328124772e-01 9.126696728515623747e+00 -2.227783203125000000e+00 5.798339843750000000e-01 2.349853515625000000e+00
9.681262969970703125e-01 3.342411764705882149e+01 -2.801215942382812574e-01 -1.699883178710937526e-01 9.057264880371093341e+00 -2.899169921875000000e+00 1.403808593750000000e+00 2.624511718750000000e+00
1.049076318740844727e+00 3.347117647058823309e+01 -2.777273925781250097e-01 -2.274491577148437249e-01 9.133879333496093267e+00 -2.288818359375000000e+00 7.690429687500000000e+00 2.349853515625000000e+00
1.124830961227416992e+00 3.347117647058823309e+01 -2.705447875976562111e-01 -2.154781494140625003e-02 9.176974963378905059e+00 -2.136230468750000000e+00 3.967285156250000000e-01 2.502441406250000000e+00
1.201192617416381836e+00 3.342411764705882149e+01 -2.633621826171874680e-01 -7.661445312499999549e-02 9.138667736816405096e+00 -2.136230468750000000e+00 1.525878906250000000e-01 2.014160156250000000e+00
1.266492605209350586e+00 3.337705882352940989e+01 -2.825157958984375051e-01 -4.357447021484374683e-01 9.291896643066404948e+00 -2.075195312500000000e+00 -9.155273437500000000e-02 2.227783203125000000e+00
1.350871801376342773e+00 3.342411764705882149e+01 -2.202665527343749818e-01 -2.753331909179687065e-01 9.191340173339842323e+00 -2.258300781250000000e+00 -7.598876953125000000e+00 2.441406250000000000e+00
1.438055992126464844e+00 3.417705882352941416e+01 -2.298433593750000004e-01 -1.891419311523437341e-01 9.097966308593749218e+00 -2.349853515625000000e+00 8.544921875000000000e-01 2.197265625000000000e+00
1.498466014862060547e+00 3.332999999999999829e+01 -2.154781494140624865e-01 -2.035071411132812480e-01 9.150638745117186446e+00 -2.105712890625000000e+00 7.781982421875000000e+00 2.258300781250000000e+00
1.594191551208496094e+00 3.276529411764705912e+01 -2.801215942382812574e-01 -2.394201660156249911e-01 9.074024291992186519e+00 -2.380371093750000000e+00 -7.476806640625000000e+00 2.349853515625000000e+00
1.665827274322509766e+00 3.347117647058823309e+01 -2.825157958984375051e-01 -1.867477294921874864e-01 9.069235888671874690e+00 -2.288818359375000000e+00 -1.220703125000000000e-01 2.471923828125000000e+00
1.756127595901489258e+00 3.356529411764705628e+01 -2.585737792968749726e-01 -1.628057128906249817e-01 9.069235888671874690e+00 -2.532958984375000000e+00 -1.220703125000000000e-01 2.258300781250000000e+00
1.837301969528198242e+00 3.347117647058823309e+01 -2.346317626953124957e-01 -2.825157958984375051e-01 9.162609753417967795e+00 -2.502441406250000000e+00 4.882812500000000000e-01 2.471923828125000000e+00
